,Date,Time,Race,Gender,Body_Size,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Spectacles,Age_Range,Washer_No,Dryer_No,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets
2005,02/01/2016,21:10:54,foreigner,female,thin,yes,toddler,big,brown,formal,green,short_sleeve,black,short,blankets,no,57,3,8,57,3,14,3.143076345,101.6139067,2
1323,02/01/2016,16:24:28,foreigner,male,fat,yes,young,small,red,casual,white,long sleeve,blue,short,clothes,yes,45,4,10,32,2,18,3.095904537,101.640922,2
2293,02/01/2016,6:43:17,foreigner,female,fat,yes,baby,big,grey,traditional,green,short_sleeve,purple,long,clothes,yes,36,4,8,37,5,12,2.938475943,101.6852813,1
3474,02/01/2016,17:34:32,foreigner,male,moderate,yes,young,small,white,casual,brown,long sleeve,blue,short,clothes,no,32,3,10,29,2,11,2.912415375,101.7295008,3
2982,02/01/2016,10:06:01,indian,female,thin,yes,toddler,big,purple,formal,red,long sleeve,blue,long,blankets,yes,43,6,8,55,1,20,3.101255708,101.6118796,1
847,02/01/2016,19:01:44,indian,male,thin,yes,baby,small,brown,traditional,red,short_sleeve,red,short,clothes,no,21,5,7,23,4,15,3.096311318,101.7232233,1
1133,02/01/2016,3:02:43,chinese,female,moderate,yes,young,small,orange,casual,black,short_sleeve,black,short,clothes,yes,45,5,7,36,3,7,3.097799731,101.6263196,1
1146,02/01/2016,1:00:24,chinese,male,moderate,yes,toddler,big,red,traditional,green,short_sleeve,black,long,clothes,no,53,6,9,29,2,17,3.024550444,101.5418508,2
3712,02/01/2016,19:17:26,malay,female,moderate,no,no_kids,big,grey,casual,red,long sleeve,yellow,long,blankets,yes,53,3,8,54,1,7,2.918054787,101.6817762,1
1869,02/01/2016,23:19:46,malay,male,thin,yes,young,small,grey,traditional,yellow,long sleeve,purple,long,clothes,no,39,6,8,36,4,18,3.09046377,101.5377347,1
1523,02/01/2016,10:22:16,foreigner,male,moderate,yes,baby,big,pink,casual,black,long sleeve,black,long,blankets,yes,56,5,9,48,2,20,3.09707371,101.6863658,3
2623,02/01/2016,3:00:08,indian,male,thin,yes,toddler,small,red,traditional,orange,long sleeve,blue,short,blankets,yes,49,4,9,17,2,18,3.076094123,101.6798082,3
2907,02/01/2016,15:10:25,foreigner,male,fat,yes,toddler,big,black,formal,white,long sleeve,grey,short,blankets,yes,40,5,8,60,0,12,2.938443261,101.6592049,1
1946,02/01/2016,3:38:09,malay,male,fat,yes,baby,big,pink,formal,green,short_sleeve,purple,short,blankets,yes,21,5,8,42,3,16,3.065455702,101.587607,3
1020,02/01/2016,5:21:44,chinese,female,thin,yes,toddler,big,green,casual,yellow,long sleeve,blue,short,blankets,yes,39,5,9,58,2,20,2.983935069,101.3844789,3
2923,02/01/2016,5:56:06,malay,male,fat,yes,toddler,big,blue,casual,white,long sleeve,yellow,long,blankets,no,52,4,7,55,1,17,3.172677033,101.7848798,2
1605,02/01/2016,5:54:30,chinese,female,fat,no,no_kids,small,pink,casual,black,short_sleeve,green,short,blankets,no,24,3,8,48,5,8,3.090389302,101.7095236,1
2406,02/01/2016,1:29:08,foreigner,male,thin,no,no_kids,small,grey,formal,yellow,short_sleeve,grey,short,blankets,no,36,3,7,38,1,16,3.113057709,101.7640762,1
3827,02/01/2016,17:37:36,indian,female,fat,yes,toddler,small,orange,casual,blue,short_sleeve,purple,long,clothes,yes,39,3,8,26,1,19,3.14564502,101.635492,2
3685,02/01/2016,5:01:21,foreigner,female,fat,yes,toddler,small,black,traditional,orange,long sleeve,blue,short,clothes,yes,38,5,8,43,1,15,2.931863638,101.7209484,1
3348,02/01/2016,21:47:01,foreigner,female,thin,yes,young,small,pink,casual,black,long sleeve,black,long,blankets,yes,31,3,8,11,4,13,3.079782651,101.5535944,3
990,02/01/2016,7:51:56,malay,female,thin,no,no_kids,big,white,traditional,black,short_sleeve,grey,long,blankets,yes,39,5,8,32,4,16,3.096424612,101.4669746,1
851,02/01/2016,15:15:14,malay,female,thin,yes,toddler,big,white,casual,orange,short_sleeve,blue,short,clothes,no,59,6,8,33,3,15,3.044252333,101.5118268,3
3946,02/01/2016,11:26:24,foreigner,male,thin,yes,young,small,green,casual,green,short_sleeve,black,short,clothes,yes,21,3,10,55,4,19,3.159211771,101.6383193,2
3940,02/01/2016,11:10:15,malay,male,thin,yes,young,big,orange,formal,black,short_sleeve,green,short,blankets,no,39,6,9,55,2,16,3.104888944,101.7697726,3
2511,02/01/2016,17:57:21,foreigner,female,thin,yes,young,small,black,formal,black,long sleeve,white,long,clothes,no,45,4,10,14,4,20,3.099827805,101.6926589,3
2140,02/01/2016,17:34:05,chinese,male,thin,yes,toddler,big,purple,traditional,yellow,long sleeve,pink,short,clothes,no,19,6,8,27,0,11,3.106456672,101.6525801,2
3791,02/01/2016,17:02:40,malay,male,thin,yes,toddler,small,brown,casual,brown,long sleeve,black,long,blankets,yes,32,4,7,43,0,8,2.909098192,101.6388981,2
2282,02/01/2016,4:34:58,chinese,male,thin,yes,toddler,big,grey,traditional,green,short_sleeve,red,short,blankets,yes,46,3,7,53,2,11,2.962275698,101.6918951,1
948,02/01/2016,12:05:25,foreigner,male,thin,no,no_kids,small,white,formal,red,long sleeve,orange,long,blankets,yes,29,3,10,59,0,12,3.096863892,101.7033757,1
1477,02/01/2016,16:28:15,chinese,male,moderate,yes,young,small,red,casual,black,long sleeve,pink,long,blankets,yes,27,5,10,42,0,10,3.003288351,101.4353184,2
3608,02/01/2016,18:36:22,malay,female,moderate,yes,toddler,small,blue,formal,grey,long sleeve,white,long,clothes,no,55,4,9,38,4,16,3.07604198,101.6024022,2
2746,02/01/2016,1:14:31,foreigner,female,thin,no,no_kids,small,orange,formal,orange,long sleeve,blue,long,blankets,yes,36,5,9,28,3,19,2.904945642,101.7203556,3
3218,02/02/2016,23:47:42,chinese,female,thin,yes,toddler,small,orange,traditional,red,long sleeve,grey,short,clothes,no,54,4,9,48,1,17,3.069952898,101.5392263,3
1827,02/02/2016,12:54:05,indian,male,fat,yes,young,small,blue,casual,black,long sleeve,black,long,clothes,yes,53,5,10,55,5,15,3.070833966,101.5715611,1
3318,02/02/2016,8:02:20,malay,male,moderate,yes,young,big,green,formal,green,long sleeve,green,long,blankets,no,47,4,9,28,5,13,2.968069646,101.6484308,1
3243,02/02/2016,18:05:29,indian,male,fat,yes,toddler,big,purple,traditional,purple,long sleeve,blue,short,blankets,yes,43,4,7,30,3,10,3.184708302,101.7184559,1
3327,02/02/2016,23:01:28,chinese,female,fat,yes,baby,small,white,casual,black,long sleeve,red,short,clothes,no,29,3,10,46,1,7,2.90410284,101.6533787,2
3999,02/02/2016,9:47:17,chinese,female,fat,yes,young,big,grey,casual,black,long sleeve,white,long,blankets,yes,44,4,10,11,0,21,3.068494229,101.5943038,1
2501,02/02/2016,7:31:04,foreigner,male,moderate,yes,toddler,big,white,formal,yellow,long sleeve,blue,short,blankets,yes,53,3,10,44,2,19,3.101844838,101.7101322,2
2937,02/02/2016,4:26:39,malay,female,fat,yes,baby,big,grey,casual,black,long sleeve,yellow,long,blankets,yes,29,5,10,33,1,9,3.050250752,101.4812828,1
1601,02/02/2016,22:05:28,malay,male,fat,yes,toddler,big,green,traditional,black,long sleeve,blue,long,blankets,no,39,6,9,23,0,11,3.117201373,101.6979021,3
2574,02/02/2016,16:27:21,foreigner,male,thin,no,no_kids,big,white,casual,yellow,short_sleeve,red,long,blankets,no,46,3,8,21,1,15,2.905601006,101.7392814,1
2933,02/02/2016,23:32:43,foreigner,male,moderate,yes,toddler,big,red,casual,black,long sleeve,purple,short,blankets,yes,49,6,9,59,4,15,3.079241417,101.517224,1
2216,02/02/2016,18:21:15,chinese,male,moderate,yes,toddler,small,orange,formal,yellow,long sleeve,black,long,blankets,no,45,5,8,46,2,19,3.052765362,101.4060629,2
1122,02/02/2016,11:41:36,malay,male,fat,yes,baby,big,purple,traditional,black,long sleeve,pink,short,clothes,no,57,6,8,22,0,17,3.13237175,101.6412402,3
3014,02/02/2016,19:49:32,foreigner,female,thin,yes,baby,small,pink,traditional,yellow,short_sleeve,red,short,clothes,yes,32,4,8,44,2,14,2.920833272,101.7343293,1
1126,02/02/2016,7:01:56,malay,male,thin,yes,young,small,pink,casual,black,short_sleeve,brown,long,blankets,no,37,4,7,44,0,13,3.050369203,101.559983,3
2509,02/02/2016,9:51:16,foreigner,male,thin,yes,young,small,grey,formal,black,short_sleeve,blue,long,clothes,no,50,3,7,31,4,12,3.100927412,101.6565395,2
2845,02/02/2016,11:22:59,chinese,female,thin,yes,toddler,small,purple,casual,black,long sleeve,blue,long,clothes,no,39,4,9,38,3,14,3.103586281,101.5735923,1
2596,02/02/2016,5:05:13,indian,male,fat,yes,toddler,big,blue,traditional,green,long sleeve,brown,short,clothes,no,56,5,10,41,3,7,3.156544509,101.5984395,2
3902,02/02/2016,16:26:40,chinese,male,moderate,yes,toddler,small,blue,traditional,pink,short_sleeve,white,long,blankets,no,58,4,10,36,0,15,3.137784625,101.5926977,3
1256,02/02/2016,4:15:54,foreigner,male,fat,yes,toddler,small,black,casual,black,long sleeve,purple,long,clothes,yes,38,6,9,51,2,20,3.036183822,101.3851398,3
2739,02/02/2016,15:56:19,chinese,female,fat,yes,baby,big,blue,formal,grey,long sleeve,black,long,blankets,yes,33,4,10,57,2,8,2.969012422,101.6932744,1
3947,02/02/2016,7:36:45,foreigner,female,moderate,yes,baby,big,pink,formal,yellow,long sleeve,grey,long,clothes,yes,44,4,10,14,4,16,3.03545615,101.4624728,2
1456,02/02/2016,7:30:05,foreigner,female,moderate,yes,baby,big,white,formal,white,short_sleeve,orange,short,blankets,yes,58,5,8,27,1,7,3.149231033,101.7078079,1
1711,02/02/2016,20:01:53,malay,female,fat,yes,baby,small,orange,traditional,orange,short_sleeve,red,long,blankets,no,55,4,10,50,0,8,3.093168941,101.6519992,1
249,02/11/2015,19:36:41,foreigner,male,thin,no,no_kids,small,brown,casual,grey,short_sleeve,brown,short,clothes,no,44,6,9,30,5,10,2.944287621,101.7450908,3
248,02/11/2015,19:35:06,malay,female,moderate,no,no_kids,big,blue,casual,black,short_sleeve,red,short,clothes,no,43,3,7,21,0,13,2.949665041,101.7160896,3
247,02/11/2015,19:14:08,chinese,male,fat,no,no_kids,big,blue,casual,black,short_sleeve,white,short,clothes,no,36,4,8,17,4,19,2.908471426,101.6472248,2
243,02/11/2015,19:00:24,malay,female,moderate,no,no_kids,big,black,casual,blue,long sleeve,black,long,clothes,no,50,6,10,26,3,12,2.927838796,101.6800139,2
245,02/11/2015,19:00:14,malay,female,fat,no,no_kids,big,white,casual,grey,long sleeve,grey,long,clothes,no,37,6,8,60,4,14,2.933546101,101.6685273,1
244,02/11/2015,19:02:13,malay,male,fat,no,no_kids,big,blue,casual,black,short_sleeve,blue,long,clothes,no,53,6,7,22,0,15,2.955817524,101.6291738,3
242,02/11/2015,18:39:35,malay,female,thin,no,no_kids,small,pink,traditional,purple,long sleeve,purple,long,clothes,no,44,3,9,11,4,8,2.943017762,101.7169631,1
241,02/11/2015,18:39:35,indian,male,moderate,no,no_kids,big,red,casual,orange,short_sleeve,black,long,clothes,no,28,4,8,19,0,11,2.968831167,101.6437951,3
246,02/11/2015,19:14:08,indian,female,moderate,no,no_kids,big,red,casual,orange,short_sleeve,black,short,clothes,no,34,3,7,22,5,16,2.943391953,101.6838972,1
250,02/11/2015,19:49:45,foreigner,male,thin,no,no_kids,big,green,casual,green,short_sleeve,blue,long,clothes,no,50,5,9,19,0,15,2.938080613,101.6446418,3
257,02/11/2015,22:08:41,indian,male,moderate,no,no_kids,big,white,casual,brown,short_sleeve,grey,long,clothes,no,53,5,7,28,0,8,2.986721942,101.5511031,3
252,02/11/2015,20:11:16,malay,female,fat,no,no_kids,big,grey,casual,green,short_sleeve,blue,long,clothes,no,37,3,7,32,4,9,2.945753843,101.7205461,3
253,02/11/2015,20:43:51,malay,male,fat,no,no_kids,big,white,casual,black,short_sleeve,green,long,clothes,no,33,6,10,32,0,14,3.089804192,101.6583332,3
254,02/11/2015,21:21:52,malay,male,fat,no,no_kids,big,black,casual,white,short_sleeve,blue,long,clothes,no,20,4,10,36,0,17,3.105705743,101.7374298,3
255,02/11/2015,21:31:46,malay,female,thin,no,no_kids,big,green,formal,white,long sleeve,black,long,clothes,no,23,3,7,47,0,19,3.164668826,101.5941462,3
256,02/11/2015,21:36:02,malay,male,thin,no,no_kids,big,white,casual,black,short_sleeve,blue,long,blankets,yes,36,6,9,36,4,8,3.077247356,101.6894071,1
240,02/11/2015,18:18:21,malay,male,moderate,no,no_kids,big,brown,casual,green,short_sleeve,blue,long,clothes,no,29,5,10,41,3,16,2.944442879,101.6932413,1
258,02/11/2015,22:10:28,malay,female,thin,no,no_kids,big,pink,casual,purple,long sleeve,purple,long,clothes,yes,49,3,7,11,2,21,3.094589341,101.7068001,2
259,02/11/2015,23:09:00,indian,female,thin,no,no_kids,big,white,casual,black,short_sleeve,black,long,clothes,no,45,4,7,54,0,10,3.082611318,101.6888655,2
260,02/11/2015,23:12:22,indian,female,fat,no,no_kids,big,white,formal,purple,long sleeve,black,long,clothes,no,41,6,9,58,0,18,3.090153613,101.5442781,1
251,02/11/2015,20:11:16,malay,male,moderate,no,no_kids,big,blue,traditional,brown,long sleeve,brown,long,clothes,yes,55,3,7,28,3,18,2.951148551,101.6999127,3
239,02/11/2015,18:06:43,malay,male,fat,no,no_kids,big,blue,casual,black,short_sleeve,blue,long,clothes,no,30,3,8,14,2,21,2.909648859,101.7357739,3
261,02/11/2015,23:14:25,indian,female,fat,no,no_kids,big,white,traditional,green,short_sleeve,black,long,blankets,no,30,4,10,22,5,12,3.09283654,101.7025056,2
237,02/11/2015,17:43:38,malay,female,moderate,no,no_kids,big,pink,traditional,purple,long sleeve,purple,long,clothes,yes,52,6,9,27,0,21,2.91131555,101.679802,2
238,02/11/2015,17:47:23,indian,female,thin,no,no_kids,big,black,casual,black,short_sleeve,blue,long,blankets,no,35,5,9,22,1,8,2.908265235,101.646757,2
226,02/11/2015,13:32:51,foreigner,male,thin,no,no_kids,big,white,casual,orange,long sleeve,black,long,clothes,no,45,3,8,51,0,14,2.935895507,101.6683542,3
227,02/11/2015,13:54:53,indian,male,moderate,no,no_kids,small,black,casual,black,short_sleeve,black,long,clothes,no,32,6,10,18,1,14,2.973088648,101.6651585,3
229,02/11/2015,14:40:43,malay,female,moderate,no,no_kids,big,white,formal,black,long sleeve,black,long,clothes,no,41,5,10,39,4,10,2.924567622,101.7276728,3
230,02/11/2015,14:50:13,malay,male,fat,no,no_kids,small,white,casual,black,short_sleeve,blue,long,clothes,no,45,5,10,56,5,8,2.948343024,101.6529578,3
228,02/11/2015,14:29:06,malay,female,fat,no,no_kids,big,red,casual,white,short_sleeve,black,long,clothes,no,37,3,9,49,4,21,2.949295895,101.6396812,3
232,02/11/2015,15:15:59,indian,female,thin,no,no_kids,big,red,casual,blue,long sleeve,black,long,clothes,no,39,4,8,43,5,14,2.923221244,101.649769,3
233,02/11/2015,15:20:26,malay,male,thin,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,no,46,6,7,43,1,13,2.920281423,101.6988294,3
234,02/11/2015,17:19:17,malay,female,fat,no,no_kids,big,white,traditional,white,short_sleeve,white,long,clothes,yes,35,3,8,43,0,7,2.911870442,101.6832623,1
235,02/11/2015,17:23:07,malay,female,fat,no,no_kids,big,red,traditional,red,long sleeve,red,long,clothes,yes,33,5,9,54,5,7,2.933525997,101.7384456,2
236,02/11/2015,17:23:07,malay,female,fat,no,no_kids,big,red,traditional,purple,long sleeve,purple,long,clothes,no,46,6,7,39,5,17,2.912532462,101.6392835,1
231,02/11/2015,14:50:13,malay,male,moderate,no,no_kids,big,orange,casual,black,short_sleeve,grey,long,clothes,no,53,5,10,35,4,16,2.914400354,101.7357973,3
3741,02/12/2015,5:18:27,foreigner,male,fat,yes,toddler,big,green,formal,black,long sleeve,red,short,clothes,yes,50,4,10,44,0,18,2.95940508,101.6576167,3
872,02/12/2015,19:18:18,malay,male,fat,no,no_kids,big,black,formal,brown,long sleeve,blue,short,clothes,no,34,4,8,33,0,12,3.114830326,101.7580026,3
1889,02/12/2015,23:16:01,malay,female,fat,yes,toddler,small,white,traditional,black,long sleeve,yellow,long,clothes,yes,34,5,10,28,1,13,3.075425339,101.6726199,2
3754,02/12/2015,21:14:27,malay,female,moderate,no,no_kids,small,yellow,formal,yellow,short_sleeve,blue,long,clothes,no,44,4,7,59,2,9,2.944665188,101.6497865,1
2849,02/12/2015,4:05:15,indian,male,fat,yes,toddler,small,blue,casual,white,long sleeve,blue,short,blankets,yes,55,3,8,53,5,20,3.106389675,101.6650249,1
3875,02/12/2015,2:40:51,chinese,female,thin,yes,young,small,yellow,traditional,orange,long sleeve,grey,long,clothes,yes,43,4,7,58,3,13,3.002889156,101.5110673,2
3242,02/12/2015,13:12:21,chinese,male,moderate,no,no_kids,big,yellow,formal,pink,short_sleeve,blue,long,blankets,yes,55,5,9,35,2,10,3.074622789,101.4757953,3
2479,02/12/2015,3:26:45,indian,female,moderate,yes,toddler,big,purple,casual,purple,short_sleeve,black,short,blankets,yes,42,4,8,48,0,12,2.96126395,101.6322195,1
1272,02/12/2015,10:12:32,chinese,female,thin,no,no_kids,big,white,traditional,purple,short_sleeve,white,long,clothes,yes,36,6,9,35,1,16,3.09298404,101.7442061,1
2065,02/12/2015,18:41:41,malay,female,moderate,yes,toddler,big,green,traditional,orange,short_sleeve,brown,long,clothes,yes,34,6,10,48,0,16,3.018320846,101.5284563,3
3945,02/12/2015,8:52:02,malay,female,thin,yes,baby,small,pink,formal,blue,long sleeve,blue,short,clothes,no,59,6,10,31,4,16,3.16314014,101.6088288,1
2078,02/12/2015,21:22:51,chinese,female,thin,no,no_kids,big,brown,traditional,green,long sleeve,black,short,clothes,yes,44,6,8,28,1,20,3.124155444,101.6453778,2
1566,02/12/2015,10:27:10,indian,female,moderate,yes,young,small,brown,casual,yellow,long sleeve,black,short,clothes,yes,54,6,7,60,0,19,3.188505013,101.7459743,2
2173,02/12/2015,7:23:14,indian,male,thin,yes,baby,small,black,casual,purple,short_sleeve,blue,long,clothes,yes,40,5,9,39,0,16,3.15058831,101.6312683,3
1427,02/12/2015,4:03:49,malay,male,fat,yes,toddler,big,yellow,formal,pink,long sleeve,white,long,clothes,no,22,5,10,22,5,11,3.087799578,101.678473,3
2174,02/12/2015,18:13:15,chinese,female,moderate,yes,young,big,brown,traditional,orange,long sleeve,blue,long,clothes,yes,22,4,8,39,4,9,3.158301966,101.6508381,1
2628,02/12/2015,15:32:19,malay,female,thin,no,no_kids,big,pink,formal,blue,short_sleeve,red,long,clothes,yes,33,4,9,14,5,20,3.117506171,101.6595061,3
3416,02/12/2015,20:46:25,foreigner,female,thin,no,no_kids,small,brown,casual,black,short_sleeve,grey,long,blankets,yes,52,5,7,57,4,7,3.070961742,101.5958551,2
3003,02/12/2015,9:08:37,indian,female,fat,yes,toddler,big,orange,traditional,black,short_sleeve,brown,short,blankets,yes,22,5,10,22,3,15,3.116800847,101.6728462,3
3101,02/12/2015,11:23:14,chinese,female,thin,no,no_kids,big,brown,casual,pink,short_sleeve,yellow,short,blankets,no,18,5,8,36,5,7,3.030972077,101.4656258,1
1006,02/12/2015,5:42:38,indian,male,moderate,yes,young,big,brown,casual,pink,short_sleeve,blue,short,clothes,no,41,5,10,22,2,17,3.030637999,101.4861396,2
1678,02/12/2015,10:39:45,foreigner,female,moderate,yes,toddler,big,grey,casual,black,long sleeve,blue,short,clothes,yes,23,3,10,30,1,14,3.10439279,101.7833927,2
2416,02/12/2015,15:56:07,indian,female,moderate,yes,toddler,small,blue,formal,white,short_sleeve,pink,long,blankets,no,34,5,8,47,1,16,3.104183482,101.6803003,1
1075,02/12/2015,14:49:04,chinese,female,thin,yes,baby,big,brown,formal,green,short_sleeve,red,long,blankets,no,55,3,10,19,2,16,3.128981698,101.7023868,2
1858,02/12/2015,11:46:51,malay,male,fat,yes,young,small,orange,casual,yellow,long sleeve,white,long,blankets,no,60,3,8,13,2,7,3.103065746,101.6035004,1
1829,02/12/2015,0:08:36,malay,female,moderate,yes,toddler,small,brown,formal,black,short_sleeve,blue,long,blankets,yes,22,6,9,34,0,7,3.006386134,101.5545176,3
1860,02/12/2015,23:02:24,chinese,female,moderate,yes,young,big,pink,traditional,orange,short_sleeve,brown,long,clothes,yes,21,5,7,35,3,9,3.114153547,101.6604995,1
3400,02/12/2015,8:35:43,malay,male,moderate,yes,toddler,big,grey,casual,grey,short_sleeve,black,long,clothes,no,27,4,7,32,2,14,3.124320178,101.7260586,3
2167,03/01/2016,0:08:35,chinese,female,fat,no,no_kids,big,purple,formal,purple,long sleeve,white,short,clothes,no,25,3,8,58,2,10,3.159491929,101.7213887,1
1291,03/01/2016,20:31:08,foreigner,male,fat,yes,toddler,big,red,casual,green,long sleeve,yellow,long,clothes,no,60,3,10,20,0,15,3.137843723,101.5788935,3
3814,03/01/2016,19:26:51,malay,female,fat,yes,young,small,black,traditional,black,short_sleeve,pink,long,clothes,no,32,4,8,44,3,16,3.173063403,101.7430937,2
2782,03/01/2016,7:59:05,indian,male,thin,no,no_kids,small,white,casual,orange,short_sleeve,black,short,clothes,no,53,5,10,25,2,7,3.164933756,101.5853427,1
